en_query,cs_query
how long is the drive to Mount Rushmore,Mount Rushmore ke liye kitni lambi drive hai
How long will it take me to get to the mall,Muje the mall tak pohochne me kitna time lagega
Turn off timer .,timer ko band kardo.
How much time do I have left,mere paas kitna time bacha hai
I need tickets to the football VIP section for tomorrow,Mujhe kal ke liye football VIP section ke tickets chahiye
Will I need an umbrella today ?,Today kya mujhe umbrella ki zaroorat padegi
Change timer,Timer badlo
I need to be at Pier 29 at 6 : 00 pm . What time do I need to leave my mother 's house in Concord to get there on time ?,Mujhe at 6:00PM ko Pier 29 pei rahna hei. Tho mujhe samai pe paunchne keliye concord ke mere mother ke ghar se kabb nikal na chahiye?
set baking time to ten minutes,Baking time ko set karo to ten minutes
Things to do on Sea Island Next Friday Night,Next friday night Sea Island par karne ke liye cheeze
Any fun events this weekend,Kya koi fun events hai this weekend
Send new message text only,Sirf naye message text bheje
start timer,timer ko start karo
Current updates on traffic between Seattle and Tacoma,Seattle aur Tacoma ke beech ki traffic par current updates
change my alarm to 9 : 30,Mere alarm ko badlo to 9 : 30
Skip this song,Is song ko skip kijiye
should i prepare for rain today,Kya today muje rain ki taiyari karni chahiye
Please set an alarm for 9 am tomorrow morning .,Please ek alarm set kardo for 9 am tomorrow morning.
Can you ask Alice when she is free for a call within the next couple of days ?,kya aap Alice se puchsakte ho when she is free for a call within the next couple of days?
What is the temperature for today ?,Temperature kya hai for today?
What are my alarms ?,Mere alarms kya hai?
set an alarm for 2 minutes in the timer,Timer me ek alarm set kijiye for 2 minutes
How many more miles till I arrive ?,Mere pahunchne tak aur kitne miles hai?
How long do I have left on my timer ?,Mere timer par aur kitna time bacha hai?
Can you tell me if I have an alarm set for tomorrow evening ?,kya aap mujhe batasakte hai ki kya mere pass ek alarm set hai for tomorrow evening?
how many days has it been raining,kitne dino se raining ho rahi hei
Remove all alarms,sabi alarms hata do
Do you have some Electronic Dance Music ?,Kya aap ke pass kuch Electronic Dance music hai?
Set a reminder to check my schedule at Dillards next week .,ek reminder set kardo to check my schedule at Dillards next week
Skip to the next album,Next album tak skip kare
MESSAGE TOMMY AND LET HIM KNOW THE THEATER IS NOW SHOWING THE MOVIE HE WANTS TO SEE .,Tommy ko message karo aur usey jaanne do ke the theater is now showing the movie he wants to see
How long will it take me to get to Target if I am leaving the gym at 4 : 00 PM ?,Agar mai gym se 4:00 PM pe nikalraha to Target tak pahunchne me mujhe kitna samay lagega?
Is it hot outside ?,Kya bahar hot hai?
remind me to floss my teeth tomorrow morning,Mujhe yaad dilao to floss my teeth tomorrow morning
start chat requests,chat requests shuru kare
open blue grass music,Blue grass music ko open kare
Set timer for 60 seconds .,Timer ko ser kijiye for 60 seconds
please launch chats,Please chats ko launch kare
will the lanes be visible on freeway in this snowy weather ?,Kya Yeh snowy weather mei freeway ke lanes dikayidenge
Any construction going on on 202 ?,Kya 202 pe koi construction ka kam chal raha hai?
Can you play my most listened to song ?,Kya aap mere most listened song ko baja sakte hai
Please set reminder for meeting with marketing team Friday at 10 am,kripiya reminder ko set kariye marketing team ke sath meeting ke liye jo Friday at 10 am hai.
play song by metallica,metallica dvara song bajaye
Any Ciara concerts this year,kya koi ciara concerts hai this year
React mad message,Mad sandhesh pratikriya karo
Cancel the workout timer,workout timer ko cancel karo
What is the status of the timer ?,Timer ka status kya hai?
Skip this track,Is track ko skip kijiye
What days and times is the cantata scheduled for at the Methodist Church in Fillmore NY,Filmore NY mein the Methodist Church mein kaunse din aur samay the cantata scheduled hai
Show all alarms for Wednesdays,all alarms ko show kare for Wednesdays
I wanna chat with Bob and Patrick,Me Bob aur Patrick ke sath baat karna chahti hu
turn off music,music band kijiye
Remind me to add coffee and chicken to the grocery list,mujhe grocery list mein coffee aur chicken add karne ke liye yaad dilaye
set the cello timer for 15 minutes,cello timer ko 15 minutes ke liye set karen
Cancel the timer please,please timer ko cancel kijiye
Set alarm for my medication .,Meri dawa ke liye alarm set karen
Remind me to floss every night .,Mujhe har raat floss karne ke liye yaad dilaye
pause music,music roko
What 's happening in Kingston next week,kingston mei agle hafte kya ho raga hai
Skip this song,Is song ko chhod dijiye
how much time is left on my timer,mere timer me kitna waqt bacha hai
Play my favorite song,mera favorite song bajao
Remove all my alarms .,Mere saarey alarms hata do
Has exit 25 been re - opened or do I need an alternate route ?,Kya exit 25 fir se khul gaya hai ya mujhe koi dusra rasta dhoondne ki zarurat hai ?
weather this weekend,Is weekend ka mausam
How will it be outside when we land in Erbil ?,jab hum Erbil mein pohchenge toh bahar kaisa hoga ?
Remind me to invite everyone to my birthday dinner that is on the 18th at 4 PM,Mujhe yaad dilaiye ki mai apne birthday dinner par sabhi ko invite karu jo 18 taarek ko shaam 4 baje hai
would you pull up my chats,Kya aap mere chats dikha sakte hein
Can you look up the weather in western Ukraine ?,kya aap western Ukraine ka mausam dekh sakte hai ?
Cancel Wednesday alarm,Wednesday ke alarm ko cancel kardo
Start the timer .,timer ko shuru karen
snooze for 20 minutes,20 minutes ke liye snooze karen
Set a new reminder,naya reminder set kijiye
Turn off alarms,Alarms ko band kardo
Stop timer,timer ko band karo
Concerts by SZA this month,is mahine SZA ke hone wale Concerts
Leave Peter a message of working hours .,Working hours ke bare mein Peter ko message bhejo
How is the CMA festival affecting downtown traffic,CMA ka tyohaar downtime ki traffic par kya affect kar raha hai
time me for every 10 minutes for the next hour,next hour ke liye mujhe har 10 minutes me time batao
Please tell me all of my monthly reminders starting with next month .,Please muje mere sare monthly reminders bataiye jo agale mahine se shuru ho rahe he.
"Start the timer again , please",please timer ko fir se shuru kardijiye
How 's the weather in Wales ?,Wales me abhi mausam kaisa hai
Play the next track please,agle track ko chalaiye please
view my chat requests,mere chat requests ko dikhao
Stop the music .,Music ko band karo.
how far is New York from here,yaha se New York kitni door hai
remove all of my oil change reminders,mere saarey oil change ke reminders hataado
What state has the worst traffic,kis state ka traffic sabse kharab hai
directions to the convention from Christina 's house leaving at 5p,Christina ke ghar se convention ke directions at 5pm
set timer for 2 hours,2 hours ke liye timer ko set kardo
In reminders . please check delivery estimates for the appliances,please reminders mein delivery estimates for the appliances ke liye check kijiye
Free admission ice skating in New York,New York mein ice skating ke liye Free admission
Reset timer .,timer ko reset kardijiye
"If I leave Flint at 5 AM , when will I get to Lansing ?","Agar me Flint subah 5 baje nikalta hu, toh me Lansing kab pohchunga?"
Set up the alarm for Thursday 6 AM,Thursday subah 6 bajhe ke liye alarm set kariye
Pause my timer please,Please mere timer ko roke
Play rainy day music,Rainy day music bajao
Wow the Bible study group message on Messenger,messenger par bible study group message par wow react karo
Remind me to start getting dressed for work at 4 pm .,mujhe 4 pm par work ke liye tayaar hone ke liye remind karen
Snooze alarm for 10 minutes,Alarm 10 minutes ke liye snooze kijiye
shuffle playlist,playlist ko shuffle kare
Pause this song,Is song ko roke
What will the weather in Melbourne be like at lunchtime on Tuesday ?,Melbourne me tuesday ko lunchtime par mausam kesa rahega?
How much longer on this timer ?,iss timer mein kitna samay hai
I need a timer for 10 minutes,mujhe 10 minutes ke liye ek timer chahiye
Set a second timer for 5 minutes that will start as soon as first timer expires,5 minutes ke liye second timer set karen jo first timer ke expire hote hee shuru hojaye
replay that song,Us song ko fir se chalaye
Add this song to my favorites,Is song ko my favourites me add karen\
Any dinners Christmas Eve in Manhattan,kya Manhattan me Christmas Eve par koi dinners hai
repeat song please,song ko repeat kijiye please
Remind me to walk the dog today at 11 am .,Aj subah 11 bajhe mujhe dog ko walk per lejane ke liye yaad dilaiye
pause this song,is song ko rok den
Modify my take a walk alarm to 4 pm,Mere walk per jaane ke alarm ko modify kariye sham 4 bajhe ke liye
repeat album,album ko phir se shuru kare
Set ' nap time ' alarm 3 PM,3 PM ka nap time alarm set kare
Do any of the TobyMac dates land him in OKC in April or May,kya koi bhi TobyMac dates usko okc mei land karati hai in april or may
Where can I go see a Christmas play near me this weekend,is weekend mai paas mei kahi Christmas play dekhne ke liye kaha jaa sakta hu
Tell grandma dinner at 8 .,grandma ko bolo ki dinner 8 baje hai
begin coffee timers for 2 minutes and 4 minutes,coffee timers ko 2 minutes aur 4 minutes ke liye shuru kare
set alarm for 6 am,6 am ke liye alarm ko set kardo
Tell me the weather this morning .,mujhe aj subah ke mausam ke baarey mei bathao
any festival next month,kya agle mahine koi festival hai
Will the rain be light or heavy ?,Kya baarish halki hogo ya bhaari?
skip that song,wo song ko skip kardijiye
set a go to bed alarm for 9.30pm tonight,aaj raat 9 : 30 pm ke liye ek go to bed alarm ko set kijiye
Thumbs up this song,is song ko like karein
what is the low temperature for today,Aaj ke liye low temperature kya he
"Text Michelle , LMFAO , I thought for sure you were going to freeze , you did great though !","Michelle ko text karo ki LMFAO, mujhe laga tha ki aap freeze hojaoge, phir bhi aapne bahut khoob kiya"
Message Bianca and remind her the kids have a birthday party to attend on Friday,Bianca ko message kariye aur unhe yaad dilaiye ki bachon ko Friday ke din birthday party mei jana hai
is there still construction on the highway,Kya highway par abhi bhi construction ka kaam chal raha he
Are there any educational events going on in Dallas this week,Kya Dallas me is week koi educational events chal rahe he
reset timer .,timer ko reset kare
Cancel that timer,Us timer ko rad kare
What 's the weather look like for Texas ?,Texas ke liye weather kesa dikh raha he?
Delete my tv show reminder .,Mere tv show ke reminder ko delere kare
Is traffic going to pickup,Kya traffic badhne wala he
Christian Music concerts in Delaware this Spring,Delaware me hone wale christian music concert this spring
Text back saying I'm going to be late,I'm going to be late kehte hue wapis text bheje
will it rain in San Diego this week,Kya is week San Diego me baarish hogi
play the top station on pandora,pandora par top station play kare
Update my holiday payment alarm to the 21st,Mere holiday payment alarm ko 21st par update kare
Put this song on repeat,is gaaney ko repeat par rakhiye
create an alarm for 5 am,5 am ke liye ek alarm banayen
Set the timer to go off every 10 minutes to increase the speed of the treadmill,treadmill ki speed ko badane ke liye har 10 minute ka timer band karne ke liye set kariye
"If I leave here at 6 , what time will i arrive in orlando ?","Agar me yaha se 6 baje nikalta hu, to me kitne baje pohchunga? orlando me"
what is the hourly forecast for today,Aaj ke liye hourly forecast kya he
How much time left ?,Kitna time bacha he?
Set alarm 9.30 AM,Alarm ko 9.30 AM par set kare
Cancel my reminder for this afternoon,mere is dopahar ke reminder cancel kardijiye
let gretchen know that it is 50 miles from her house to the class reunion at the community center,gretchen ko bataen ki it is 50 miles from her house to the class reunion at the community center
